index;barcode;title;author;isbn;complete_edition;date_of_publication;keep
735;EM000007996611;Schweizerisches Obligationenrecht, Allgemeiner Teil;Schwenzer, Ingeborg H.;9783727286766;6., überarb. Aufl.;2012;
736;EM000007698718;Schweizerisches Obligationenrecht, Allgemeiner Teil;Schwenzer, Ingeborg H.;9783727286766;6., überarb. Aufl.;2012;
737;EM000007698717;Schweizerisches Obligationenrecht, Allgemeiner Teil;Schwenzer, Ingeborg H.;9783727286766;6., überarb. Aufl.;2012;
738;EM000006531379;Schweizerisches Obligationenrecht;Schwenzer, Ingeborg H.;9783727209383;5., überarb. Aufl.;2009;
739;EM000007056913;Schweizerisches Obligationenrecht, Allgemeiner Teil;Schwenzer, Ingeborg H.;3727208007;4., überarb. Aufl.;2006;
740;EM000006060927;Schweizerisches Obligationenrecht, Allgemeiner Teil;Schwenzer, Ingeborg H.;3727208007;4., überarb. Aufl.;2006;
741;EM000006327077;Schweizerisches Obligationenrecht, Allgemeiner Teil;Schwenzer, Ingeborg H.;3727208007;4., überarb. Aufl.;2006;
742;EM000006061668;Schweizerisches Obligationenrecht allgemeiner Teil;Schwenzer, Ingeborg H.;3727209127;;1998;
743;EM000007202415;Der Arbeitsvertrag;Vischer, Frank;3719023702;3., erweiterte Aufl.;[2005];
744;EM000006060592;Der Arbeitsvertrag;Vischer, Frank;3719023702;3., erweiterte Aufl.;[2005];
745;EM000007999067;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
746;EM000007698856;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
747;EM000006532470;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
748;EM000007057675;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
749;EM000006331398;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
750;EM000006329642;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
751;EM000006328506;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
752;EM000006061419;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
753;EM000005847751;Droit du bail publication annuelle du Séminaire sur le droit du bail;Université de Neuchâtel Séminaire sur le droit du bail;'isbn';;1989;
754;EM000008121760;Haftpflichtprozess 2014 Eisenbahn- und Grundeigentümerhaftung, Insassenversicherung, vorsorgliche Beweisführung, Zwischenentscheid, Replikrecht, Teilklage, unbezifferte Forderungsklage und Stufenklage : Beiträge zur Tagung vom 14. Mai 2014 in Luzern;Fellmann, Walter;9783725569953;;2014;x
755;EM000007203500;Haftpflichtprozess 2013 Heuristics and Biases, Persönlichkeitsschutz, Regressprozess, Substanziierung, Parteibefragung und Gutachten : Beiträge zur Tagung vom 5. Juni 2013 in Luzern;Haftpflichtprozess 2013 Luzern;9783725567737;;2013;x
756;EM000007698256;Haftpflichtprozess 2012 Rechtsmittel nach neuer ZPO und BGG : Beiträge zur Tagung vom 11. Mai 2012 in Luzern;Fellmann, Walter;9783725565856;;2012;x
757;EM000007056420;Haftpflichtprozess 2011 Substanziierung, Beweismittel, Beweiserleichterung, Prozess gegen mehrere, unentgeltliche Rechtspflege und Rechtsschutzversicherung : Beiträge zur Tagung vom 24. Mai 2011;Fellmann, Walter;9783725563340;;2011;x
758;EM000006331701;Haftpflichtprozess 2010 unbezifferte Forderungsklage, Teilklage, Streitverkündungsklage, Beweis und Sammelklage im Lichte der Schweizerischen Zivilprozessordnung : Beiträge zur Tagung vom 5. Mai 2010;Fellmann, Walter;9783725561001;;2010;x
759;EM000006531231;Haftpflichtprozess 2009 schweizerische Zivilprozessordnung, Bundesgerichtsgesetz, Beweis, richterliche Fragepflicht und Rechtsmittel : Beiträge zur Tagung vom 14. Mai 2009;Fellmann, Walter;9783725558582;;2009;x
760;EM000006328363;Haftpflichtprozess 2007 Taktik, Tücken, Vergleich und Rechtsmittel : Beiträge zur Tagung vom 19. Juni 2007;Fellmann, Walter;9783725554294;;2007;x
761;EM000005846068;Der Haftpflichtprozess Tücken der gerichtlichen Schadenerledigung : Beiträge zur Tagung vom 19. Mai 2006;Fellmann, Walter;3725551766;;2006;x
762;EM000006061440;Schweizerisches Haftpflichtrecht;Honsell, Heinrich;3725550441;4., neubearb. Aufl.;2005;
763;EM000005847025;Schweizerisches Haftpflichtrecht;Honsell, Heinrich;3725550441;4., neubearb. Aufl.;2005;
764;EM000005848110;Haftpflicht- und Versicherungsrechtstagung 2003 Tagungsbeiträge;Haftpflicht- und Versicherungsrechtstagung 2003 Sankt Gallen;395224936X;;2003;x
765;EM000005848111;Haftpflicht- und Versicherungsrechtstagung 2001 Tagungsbeiträge;Koller, Alfred;'isbn';;[2001];x
766;EM000006061331;Haftpflicht- und Versicherungsrechtstagung 1999 Tagungsbeiträge;Koller, Alfred;3952149322;;[1999];x
767;EM000007203269;Haftpflicht- und Versicherungsrechtstagung 1997 Tagungsbeiträge;Koller, Alfred;3952050164;;[1997];x
768;EM000006329037;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
769;EM000006217496;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
770;EM000006060120;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
771;EM000005208814;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
772;EM000005206115;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
773;EM000008551616;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
774;EM000008551617;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
775;EM000008200219;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
776;EM000008199115;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
777;EM000008121406;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
778;EM000007203356;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
779;EM000007056776;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
780;EM000007056130;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
781;EM000006343622;Personen-Schaden-Forum;Verein Haftung und Versicherung;'isbn';;2002-;x
782;EM000005590581;Die Grundlagen des Sachenrechts und das Eigentum;Rey, Heinz;3727209313;2., überarb. Aufl.;2000;
783;EM000007697989;Die Grundlagen des Sachenrechts und das Eigentum;Rey, Heinz;3727208570;;1991;
784;EM000006531607;Sachenrecht;Schmid, Jörg;9783725558612;3., ergänzte, verbesserte und nachgeführte Aufl.;2009;
785;EM000004777304;Sachenrecht;Schmid, Jörg;3725545626;2., erg., verb. und nachgef. Aufl., Stand: 1. Januar 2003, BGE 128 III 400;2003;
786;EM000009414469;Sachenrecht [Entwicklungen 2021];Fasel, Urs;3727226897;;[2022];x
787;EM000009228103;Sachenrecht : [Entwicklungen 2019];Fasel, Urs;9783727246012;;[2020];x
788;EM000009008702;Sachenrecht : [Entwicklungen 2018];Fasel, Urs;9783727226601;;[2019];x
789;EM000008712515;Sachenrecht : [Entwicklungen 2016];Fasel, Urs;9783727281754;;[2017];x
790;EM000007996459;Sachenrecht : [Entwicklungen 2013];Fasel, Urs;9783727281426;;2014;x
791;EM000007203673;Sachenrecht : [Entwicklungen 2012];Fasel, Urs;9783727281228;;2013;x
792;EM000007203019;Sachenrecht : [Entwicklungen 2011];Fasel, Urs;9783727281020;;2012;x
793;EM000007056553;Sachenrecht [Entwicklungen 2010];Koller, Alfred;9783727280801;;2011;x
794;EM000006331603;Sachenrecht [Entwicklungen 2009];Koller, Alfred;9783727280504;;2010;x
795;EM000006530069;Sachenrecht [Entwicklungen 2008];Koller, Alfred;9783727280337;;2009;x
796;EM000006218069;Sachenrecht : [Entwicklungen 2006];Koller, Alfred;9783727220609;;2007;x
797;EM000007056262;Immaterialgüterrecht Lehrbuch und Repetitorium mit Tafeln, Übungen und Lösungen : Patentrecht, Urheberrecht, Designschutz und Markenrecht sowie Rechtsverkehr und Rechtsschutz;Thouvenin, Florent;9783280072288;2., überarb. Aufl.;2010;
798;EM000006217043;Immaterialgüterrecht kurz gefasste Darstellung (Repetitorium), Tafeln, Übungen mit Lösungen : Patentrecht, Urheberrecht, Designrecht und Markenrecht sowie Rechtsverkehr und Rechtsschutz;Thouvenin, Florent;3280070570;;[2004];
799;EM000008554310;Immaterialgüterrecht in kommentierten Leitentscheiden;Zuberbühler, Ivo;9783725571024;;2015;
800;EM000006343658;Immaterialgüterrecht Textausgabe;Gerszt, Arie J.;9783719028749;3. Aufl., Stand: 1. Januar 2009;2009;
801;EM000007698760;Patentrecht : [Entwicklungen 2011];Ritscher, Michael;9783727280979;;2012;x
802;EM000006649034;Patentrecht : [Entwicklungen 2009];Ritscher, Michael;9783727280474;;2010;x
803;EM000006530066;Patentrecht : [Entwicklungen 2008];Ritscher, Michael;9783727280306;;2009;x
804;EM000006218105;Patentrecht : [Entwicklungen 2006];Ritscher, Michael;9783727220586;;2007;x
805;EM000006323192;Patentrecht : [Entwicklungen 2006];Ritscher, Michael;9783727220586;;2007;x
806;EM000008121984;Erbrecht;Breitschmid, Peter;3725565929;2. Aufl.;2012;
807;EM000008712562;Grundriss des schweizerischen Erbrechts;Wolf, Stephan;9783727206788;;[2017];
808;EM000008713089;Grundriss des schweizerischen Erbrechts;Wolf, Stephan;9783727206788;;[2017];
809;EM000006218070;Erbrecht : [Entwicklungen 2006];Wolf, Stephan;9783727220524;;2007;x
810;EM000009228104;Erbrecht : [Entwicklungen 2019];Fasel, Urs;9783727246036;;[2020];x
811;EM000009008701;Erbrecht : [Entwicklungen 2018];Fasel, Urs;9783727226625;;[2019];x
812;EM000007996457;Erbrecht : [Entwicklungen 2013];Fasel, Urs;9783035411027;;2014;x
813;EM000007203685;Erbrecht : [Entwicklungen 2012];Fasel, Urs;9783727281105;;2013;x
814;EM000007698745;Erbrecht : [Entwicklungen 2011];Fasel, Urs;9783727280894;;2012;x
815;EM000008195554;Erbrecht [Entwicklungen 2010];Eitel, Paul;3727280670;;2011;x
816;EM000006530072;Erbrecht [Entwicklungen 2008];Wolf, Stephan;9783727280245;;2009;x
817;EM000008200705;Gesellschaftsrecht Arbeitsunterlagen;Geiger, Roland;'isbn';3. Auflage;2008-2015;
818;EM000009008713;Gesellschaftsrecht : [Entwicklungen 2018];Gnos, Urs P.;9783727226663;;[2019];x
819;EM000007202294;Gesellschaftsrecht : [Entwicklungen 2011];Gnos, Urs P.;9783727280887;;2012;x
820;EM000008548023;Schweizerisches Gesellschaftsrecht mit neuem Recht der GmbH, der Revision und der kollektiven Kapitalanlagen;Meier-Hayoz, Arthur;3727208015;10., vollst. neu bearb. Aufl., [Stand: 1. Oktober 2006];2007;
821;EM000008717982;Schweizerisches Gesellschaftsrecht mit neuem Firmen- und künftigem Handelsregisterrecht und unter Einbezug der Aktienrechtsreform;Meier-Hayoz, Arthur;9783727270871;12., vollständig neu bearbeitete Auflage;[2018];
822;EM000008717983;Schweizerisches Gesellschaftsrecht mit neuem Firmen- und künftigem Handelsregisterrecht und unter Einbezug der Aktienrechtsreform;Meier-Hayoz, Arthur;9783727270871;12., vollständig neu bearbeitete Auflage;[2018];
823;EM000008717980;Schweizerisches Gesellschaftsrecht mit neuem Firmen- und künftigem Handelsregisterrecht und unter Einbezug der Aktienrechtsreform;Meier-Hayoz, Arthur;9783727270871;12., vollständig neu bearbeitete Auflage;[2018];
824;EM000008548337;Schweizerisches Gesellschaftsrecht mit Einbezug des künftigen Rechnungslegungsrechts und der Aktienrechtsreform;Meier-Hayoz, Arthur;9783727286803;11., vollständig neu bearb. Aufl.;2012;
825;EM000007203974;Schweizerisches Gesellschaftsrecht mit Einbezug des künftigen Rechnungslegungsrechts und der Aktienrechtsreform;Meier-Hayoz, Arthur;9783727286803;11., vollständig neu bearb. Aufl.;2012;
826;EM000007700317;Schweizerisches Gesellschaftsrecht mit Einbezug des künftigen Rechnungslegungsrechts und der Aktienrechtsreform;Meier-Hayoz, Arthur;9783727286803;11., vollständig neu bearb. Aufl.;2012;
827;EM000007202339;Schweizerisches Gesellschaftsrecht mit Einbezug des künftigen Rechnungslegungsrechts und der Aktienrechtsreform;Meier-Hayoz, Arthur;9783727286803;11., vollständig neu bearb. Aufl.;2012;
828;EM000006532169;Schweizerisches Gesellschaftsrecht mit neuem Recht der GmbH, der Revision und der kollektiven Kapitalanlagen;Meier-Hayoz, Arthur;3727208015;10., vollst. neu bearb. Aufl., [Stand: 1. Oktober 2006];2007;
829;EM000007056906;Schweizerisches Gesellschaftsrecht mit neuem Recht der GmbH, der Revision und der kollektiven Kapitalanlagen;Meier-Hayoz, Arthur;3727208015;10., vollst. neu bearb. Aufl., [Stand: 1. Oktober 2006];2007;
830;EM000006061502;Schweizerisches Gesellschaftsrecht mit neuem Recht der GmbH, der Revision und der kollektiven Kapitalanlagen;Meier-Hayoz, Arthur;3727208015;10., vollst. neu bearb. Aufl., [Stand: 1. Oktober 2006];2007;
831;EM000006061501;Schweizerisches Gesellschaftsrecht mit neuem Recht der GmbH, der Revision und der kollektiven Kapitalanlagen;Meier-Hayoz, Arthur;3727208015;10., vollst. neu bearb. Aufl., [Stand: 1. Oktober 2006];2007;
832;EM000007056906;Schweizerisches Gesellschaftsrecht mit neuem Recht der GmbH, der Revision und der kollektiven Kapitalanlagen;Meier-Hayoz, Arthur;3727208015;10., vollst. neu bearb. Aufl., [Stand: 1. Oktober 2006];2007;
833;EM000006061502;Schweizerisches Gesellschaftsrecht mit neuem Recht der GmbH, der Revision und der kollektiven Kapitalanlagen;Meier-Hayoz, Arthur;3727208015;10., vollst. neu bearb. Aufl., [Stand: 1. Oktober 2006];2007;
834;EM000006061501;Schweizerisches Gesellschaftsrecht mit neuem Recht der GmbH, der Revision und der kollektiven Kapitalanlagen;Meier-Hayoz, Arthur;3727208015;10., vollst. neu bearb. Aufl., [Stand: 1. Oktober 2006];2007;
835;EM000006649545;Bilanzrecht für die Praxis 2009 Handelsrecht, Steuerrecht und IFRS;'author';3939099384;3. Aufl.;2009;
836;EM000007058785;Bilanzrecht für die Praxis CD Handelsrecht, Steuerrecht und IFRS;'author';'isbn';Ausg. 2009, Version 3.0;2008;
837;EM000007201977;Rechnungslegung im Gesellschaftsrecht;Handschin, Lukas;9783719032913;;2013;
838;EM000006331615;Handelsregisterrecht [Entwicklungen 2009];Siffert, Rino;9783727280641;;2010;x
839;EM000007698164;Handelsregisterrecht [Entwicklungen 2008/09];Siffert, Rino;9783727280405;;2009;x
840;EM000005846008;Wie gründe und leite ich einen Verein? Vereine und Verbände im schweizerischen Recht;Scherrer, Urs;3725543917;11., überarb. und ergänzte Aufl.;2002;
841;EM000006060490;Wie gründe und leite ich einen Verein? [Vereine und Verbände im schweizerischen Recht];Scherrer, Urs;3725534713;"10., völlig überarb. u. ergänzte Aufl. d. in 1.-9. Aufl. erschienenen Werkes ""Lampert/Widmer/Scherrer, Wie gründe und leite ich einen Verein?""";1996;
842;EM000009228106;Verein - Stiftung - Trust [Entwicklungen 2019];Jakob, Dominique;9783727246074;;[2020];x
843;EM000009008704;Verein - Stiftung - Trust : [Entwicklungen 2018];Jakob, Dominique;9783727226861;;[2019];x
844;EM000008711682;Verein - Stiftung - Trust : [Entwicklungen 2016];Jakob, Dominique;9783727281822;;[2017];x
845;EM000007996580;Verein - Stiftung - Trust [Entwicklungen 2013];Jakob, Dominique;9783035411164;;2014;x
846;EM000007203847;Verein - Stiftung - Trust [Entwicklungen 2012];Jakob, Dominique;9783727281266;;2013;x
847;EM000007698644;Verein - Stiftung - Trust [Entwicklungen 2011];Jakob, Dominique;9783727281075;;2012;x
848;EM000008121717;Verein - Stiftung - Trust : [Entwicklungen 2010];Jakob, Dominique;9783727280856;;2011;x
849;EM000008119810;Verein - Stiftung - Trust [Entwicklungen 2009];Jakob, Dominique;9783727280535;;2010;x
850;EM000007698187;Verein - Stiftung - Trust [Entwicklungen 2008];Jakob, Dominique;9783727280375;;2009;x
851;EM000007698124;Unternehmensrecht;Simonek, Madeleine;9783725558209;;2009;
852;EM000007698123;Unternehmensrecht;Simonek, Madeleine;9783725558209;;2009;
853;EM000006531155;Unternehmensrecht;Simonek, Madeleine;9783725558209;;2009;
854;EM000008191441;Swiss Foundation Code 2015 Grundsätze und Empfehlungen für Förderstiftungen;Sprecher, Thomas;9783719036997;;2015;
855;EM000006530248;Swiss Foundation Code 2009 avec commentaire principes et recommandations pour la constitution et la gestion de fondations donatrices;Sprecher, Thomas;9783719028329;;[2009];
856;EM000006331081;Swiss Foundation Code 2009 mit Kommentar Grundsätze und Empfehlungen zur Gründung und Führung von Förderstiftungen;Sprecher, Thomas;9783719026172;;[2009];
857;EM000005848077;Swiss foundation code Empfehlungen zur Gründung und Führung von Förderstiftungen = Recommandations pour la constitution et la gestion de fondations donatrices = Recommendations for the establishment and management of grant-making foundations;Hofstetter, Karl A.;3719023931;;[2005];
858;EM000005590810;Swiss foundation code Empfehlungen zur Gründung und Führung von Förderstiftungen = Recommandations pour la constitution et la gestion de fondations donatrices = Recommendations for the establishment and management of grant-making foundations;Hofstetter, Karl A.;3719023931;;[2005];
859;EM000008197098;Swiss Foundation Code 2015 principes et recommandations pour la constitution et la conduite des fondations donatrices;Sprecher, Thomas;9783719035846;;[2015];
860;EM000005588337;Grundriss des Aktienrechts;Büren, Roland <<von>>;3725549125;;2005;
861;EM000006249074;Grundriss des Aktienrechts;Büren, Roland <<von>>;9783725552757;2. Aufl.;2007;
862;EM000006532607;Grundriss des Aktienrechts;Büren, Roland <<von>>;9783725552757;2. Aufl.;2007;
863;EM000006328052;Grundriss des Aktienrechts;Büren, Roland <<von>>;9783725552757;2. Aufl.;2007;
864;EM000007698186;Aktienrecht : [Entwicklungen 2008];Vogt, Hans-Ueli;9783727280238;;2009;x
865;EM000006530073;Aktienrecht : [Entwicklungen 2008];Vogt, Hans-Ueli;9783727280238;;2009;x
866;EM000006331084;Aktienrecht [Entwicklungen 2007/08];Vogt, Hans-Ueli;9783727280078;;2008;x
867;EM000006218095;Aktienrecht : [Entwicklungen 2006];Vogt, Hans-Ueli;9783727220517;;2007;x
868;EM000008554099;Compliance;Roth, Monika;9783037516775;2. Aufl.;2015;
869;EM000007056149;Aktienrecht [Entwicklungen 2010];Gnos, Urs P.;9783727280665;;2011;x
870;EM000006331616;Aktienrecht [Entwicklungen 2009];Gnos, Urs P.;9783727280429;;2010;x
871;EM000007698342;Personengesellschafts- und GmbH-Recht : [Entwicklungen 2010];Handschin, Lukas;9783727280764;;2011;x
872;EM000006331606;Personengesellschafts- und GmbH-Recht : [Entwicklungen 2009];Handschin, Lukas;9783727280481;;2010;x
873;EM000006530065;Personengesellschafts- und GmbH-Recht : [Entwicklungen 2008];Handschin, Lukas;9783727280313;;2009;x
874;EM000006343710;Recht der KMU: Personengesellschafts- und GmbH-Recht : [Entwicklungen 2007] mit Gesetzestext des neuen GmbH-Rechts im Anhang;Kunz, Peter V.;9783727280153;;2008;x
875;EM000006218066;Personengesellschafts- und GmbH-Recht : [Entwicklungen 2006] mit Gesetzestext des neuen GmbH-Rechts im Anhang;Müller, Karin;9783727220531;;2007;x
876;EM000006343084;Grundriss des Schuldbetreibungs- und Konkursrechts;Amonn, Kurt;9783727208171;8., vollst. überarb. Aufl. unter Zugrundelegung der Schweizerischen Zivilprozessordnung;2008;
877;EM000006330960;Grundriss des Schuldbetreibungs- und Konkursrechts;Amonn, Kurt;3727209003;6., auf Grund des am 1. Januar 1997 in Kraft getretenen revidierten Gesetzes weitgehend überarb. und auf den neuesten Stand der Rechtsprechung gebrachte Auflage;1997;
878;EM000005590382;Grundriss des Schuldbetreibungs- und Konkursrechts;Amonn, Kurt;3727208740;5., überarb. und auf den neuesten Stand der Gesetzgebung und der Rechtsprechung gebrachte Auflage;1993;
879;EM000007203571;SchKG Schemen und Abläufe;Giroud, Roger;9783725564125;2. Auflage;2011;
880;EM000007999127;SchKG Schemen und Abläufe;Giroud, Roger;9783725559282;;2009;
881;EM000006531831;SchKG Schemen und Abläufe;Giroud, Roger;9783725559282;;2009;
882;EM000007058280;SchKG Schemen und Abläufe;Giroud, Roger;9783725559282;;2009;
883;EM000008709545;Schuldbetreibung und Konkurs (SchKG);Lorandi, Franco;9783037519547;3. Auflage;[2017];
884;EM000009220150;Schuldbetreibung und Konkurs (SchKG);Lorandi, Franco;9783038911722;4. Auflage;[2020];
885;EM000005208041;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;3725539472;Zweite, stark überarb. Aufl.;1999;
886;EM000006343118;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725554027;4., überarb. Aufl.;2007-2008;
887;EM000006343119;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725554027;4., überarb. Aufl.;2007-2008;
888;EM000007201069;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
889;EM000007697723;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
890;EM000007203457;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
891;EM000007058831;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
892;EM000008717707;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725575718;;2016-;
893;EM000008712249;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725575718;;2016-;
894;EM000008554782;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725575718;;2016-;
895;EM000008554781;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725575718;;2016-;
896;EM000008121950;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
897;EM000008118408;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
898;EM000008118409;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
899;EM000008121771;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
900;EM000008120425;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
901;EM000008120424;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
902;EM000008717708;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725575718;;2016-;
903;EM000008711427;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725575718;;2016-;
904;EM000008712241;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725575718;;2016-;
905;EM000008712248;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725575718;;2016-;
906;EM000008119578;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
907;EM000008119579;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
908;EM000008121770;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
909;EM000008121769;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725570096;6., überarb. und ergänzte Aufl.;2014;
910;EM000007202055;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
911;EM000007203458;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
912;EM000007697724;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
913;EM000007201070;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
914;EM000006328198;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725554027;4., überarb. Aufl.;2007-2008;
915;EM000006327181;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725554027;4., überarb. Aufl.;2007-2008;
916;EM000006327178;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725554027;4., überarb. Aufl.;2007-2008;
917;EM000007203957;Schuldbetreibungs- und Konkursrecht;Spühler, Karl;9783725562701;5., überarb. und erg. Aufl.;2011;
918;EM000005588571;SchKG Schuldbetreibung und Konkurs : das SchKG und zugehörige Verordnungen, mit Verweisungen, Anmerkungen, Hinweisen und Sachregister;Walder, Hans Ulrich;3280070163;16., neubearb. Aufl., Studienausgabe [Stand 1. Oktober 2002] des von Carl Jaeger begr. und von Marta Daeniker weitergef. Präjudizienkommentars;2002;
919;EM000004778836;SchKG Schuldbetreibung und Konkurs : das SchKG und zugehörige Verordnungen, mit Verweisungen, Anmerkungen, Hinweisen und Sachregister;Walder, Hans Ulrich;3280070163;16., neubearb. Aufl., Studienausgabe [Stand 1. Oktober 2002] des von Carl Jaeger begr. und von Marta Daeniker weitergef. Präjudizienkommentars;2002;
920;EM000004778835;SchKG Schuldbetreibung und Konkurs : das SchKG und zugehörige Verordnungen, mit Verweisungen, Anmerkungen, Hinweisen und Sachregister;Walder, Hans Ulrich;3280070163;16., neubearb. Aufl., Studienausgabe [Stand 1. Oktober 2002] des von Carl Jaeger begr. und von Marta Daeniker weitergef. Präjudizienkommentars;2002;
921;EM000007698436;SchKG Schuldbetreibung und Konkurs : das SchKG und zugehörige Verordnungen, mit Verweisungen, Anmerkungen, Hinweisen und Sachregister;Walder, Hans Ulrich;3280070163;16., neubearb. Aufl., Studienausgabe [Stand 1. Oktober 2002] des von Carl Jaeger begr. und von Marta Daeniker weitergef. Präjudizienkommentars;2002;
922;EM000006060027;Bankhaftungsrecht;Roberto, Vito;3719025845;;2006;
923;EM000009006135;Haftpflicht- und Privatversicherungsrecht : [Entwicklungen 2017];Biaggi, Raffaella;9783727244810;;[2018];
924;EM000008711423;Haftpflicht- und Privatversicherungsrecht : [Entwicklungen 2016];Biaggi, Raffaella;9783727281808;;[2017];
925;EM000008554035;Haftpflicht- und Privatversicherungsrecht : [Entwicklungen 2014];Biaggi, Raffaella;9783727281556;;2015;
926;EM000007203988;Haftpflicht- und Privatversicherungsrecht : [Entwicklungen 2012];Chevalier, Marco;9783727281129;;2013;
927;EM000007698757;Haftpflicht- und Privatversicherungsrecht : [Entwicklungen 2011];Chevalier, Marco;9783727280917;;2012;
928;EM000006343942;Haftpflicht- und Privatversicherungsrecht [Entwicklungen 2008];Heierli, Christian;9783727280269;;2009;
929;EM000007056280;Versicherungsaufsichtsrecht;Weber, Rolf H.;3727207973;;2006;
930;ZHAW000011820;Versicherungsaufsichtsrecht;Weber, Rolf H.;3727285001;2. Auflage;[2017];
931;EM000008548900;Prinzipien des Finanzmarktrechts Einführung in das Finanzmarktrecht, mit Repetitionsfragen und Fällen samt Lösungen sowie Literaturübersicht;Abegg, Andreas;9783725579662;3. Auflage bearbeitet von Andreas Abegg Prof. Dr. iur., LL.M., Rechtsanwalt, Harald Bärtschi Prof. Dr. iur., LL.M., Rechtsanwalt, Horst Bienert Dr., Andreas Dietrich Prof. Dr., Stephanie Stohwasser;2019;
